case_id,dimension,condition_number,delta_contract,rho_contract,cheap_cost_exact_units,initial_residual,candidate_residual,candidate_contract_satisfied,baseline_lower_calls,baseline_upper_calls,post_upper_calls,gate_accept,guaranteed_saved_calls,guaranteed_cost_slack,baseline_actual_calls,post_actual_calls,gated_actual_calls,gated_total_cost,gated_cost_ratio,always_total_cost,always_cost_ratio,posthoc_descent_accept,posthoc_total_cost,posthoc_cost_ratio
1163,64,1.1434172633195478,0.06094895457232404,0.06490483650392595,1.0,0.9999999999999999,0.03763599924974031,True,21,25,20,True,1,0.0,24,18,18,19.0,0.7916666666666666,19.0,0.7916666666666666,True,19.0,0.7916666666666666
1164,64,1.584127864611164,0.19314868360303042,0.23938572036486777,1.0,1.0,0.11463072462118311,True,21,38,34,False,-13,-14.0,34,28,34,34,1.0,29.0,0.8529411764705882,True,29.0,0.8529411764705882
1165,64,1.7917363278551184,0.017394746601600123,0.017702680238518304,0.25,1.0,0.0114458073086918,True,21,44,31,False,-10,-10.25,38,23,38,38,1.0,23.25,0.6118421052631579,True,23.25,0.6118421052631579
1166,64,1.9781312066751242,0.011007211837112828,0.01112971901196507,0.5,1.0,0.0066610026482139695,True,21,49,33,False,-12,-12.5,44,27,44,44,1.0,27.5,0.625,True,27.5,0.625
1167,64,1.929097111036064,0.16313347139749154,0.19493367917332016,0.25,1.0,0.09667803682383674,True,21,48,42,False,-21,-21.25,42,34,42,42,1.0,34.25,0.8154761904761905,True,34.25,0.8154761904761905
1168,64,1.9741753797529216,0.0012361091288145994,0.0012376389856629541,2.0,0.9999999999999999,0.0006370005759751401,True,21,49,25,False,-4,-6.0,43,19,43,43,1.0,21.0,0.4883720930232558,True,21.0,0.4883720930232558
1169,64,1.0451750522121221,0.0029003877234572016,0.002908824442158932,1.0,1.0,0.001604697151186384,True,21,22,13,True,8,7.0,22,12,12,13.0,0.5909090909090909,13.0,0.5909090909090909,True,13.0,0.5909090909090909
1170,64,1.9267011697062253,0.0011455315934897645,0.0011468453410607962,4.0,0.9999999999999999,0.0006188908869709049,True,21,48,25,False,-4,-8.0,42,17,42,42,1.0,21.0,0.5,True,21.0,0.5
1171,64,1.467546735968256,0.2592094227104266,0.34990917900012947,0.5,1.0,0.1425237340969345,True,21,35,32,False,-11,-11.5,32,26,32,32,1.0,26.5,0.828125,True,26.5,0.828125
1172,64,1.1898440171303952,0.10691893746411923,0.11971918558045073,4.0,0.9999999999999999,0.051817988430002807,True,21,27,23,False,-2,-6.0,24,19,24,24,1.0,23.0,0.9583333333333334,True,23.0,0.9583333333333334
1173,64,2.3383302021266767,0.005802273860787016,0.0058361367243506945,0.5,1.0,0.0034167503208954843,True,21,59,37,False,-16,-16.5,53,31,53,53,1.0,31.5,0.5943396226415094,True,31.5,0.5943396226415094
1174,64,1.2315723599945625,0.05201315141652765,0.05486695463576126,0.25,1.0,0.028403445627946916,True,21,28,22,False,-1,-1.25,26,19,26,26,1.0,19.25,0.7403846153846154,True,19.25,0.7403846153846154
1175,64,1.4317039986692954,0.0012592057086829546,0.001260793306812362,2.0,1.0,0.0006878187886132526,True,21,33,18,True,3,1.0,30,14,14,16.0,0.5333333333333333,16.0,0.5333333333333333,True,16.0,0.5333333333333333
1176,64,1.6997417291934964,0.0018678547451810722,0.0018713501554488226,1.0,0.9999999999999999,0.0009391925929951365,True,21,41,23,False,-2,-3.0,38,18,38,38,1.0,19.0,0.5,True,19.0,0.5
1177,64,2.770259033881155,0.006145149582093444,0.006183145938775131,0.5,0.9999999999999999,0.0035532815240102013,True,21,71,45,False,-24,-24.5,60,32,60,60,1.0,32.5,0.5416666666666666,True,32.5,0.5416666666666666
1178,64,2.4088888007089015,0.03640212971944806,0.037777304041622224,4.0,1.0,0.019977185412270462,True,21,61,47,False,-26,-30.0,53,36,53,53,1.0,40.0,0.7547169811320755,True,40.0,0.7547169811320755
1179,64,1.9114463238562072,0.0020376924881438246,0.002041853156983703,0.25,0.9999999999999998,0.0013182169011544391,True,21,47,26,False,-5,-5.25,41,20,41,41,1.0,20.25,0.49390243902439024,True,20.25,0.49390243902439024
1180,64,1.483706578019097,0.21836786713653128,0.2793742196044985,4.0,1.0,0.1392711557282695,True,21,35,32,False,-11,-15.0,32,27,32,32,1.0,31.0,0.96875,True,31.0,0.96875
1181,64,1.5078268962555925,0.19989133354913116,0.24983023173066154,1.0,1.0,0.1263615867447296,True,21,36,32,False,-11,-12.0,31,26,31,31,1.0,27.0,0.8709677419354839,True,27.0,0.8709677419354839
1182,64,1.0031429860921908,0.49214551686327485,0.9690679775505279,2.0,1.0,0.32669126970583073,True,21,21,21,False,0,-2.0,21,19,21,21,1.0,21.0,1.0,True,21.0,1.0
1183,64,1.4043118410214062,0.03157883745354181,0.03260857845207082,4.0,1.0,0.02039214252689532,True,21,33,25,False,-4,-8.0,30,21,30,30,1.0,25.0,0.8333333333333334,True,25.0,0.8333333333333334
1184,64,2.477542879500086,0.6321957727479522,1.7188377019786754,2.0,1.0,0.6185462144802151,True,21,63,66,False,-45,-47.0,54,48,54,54,1.0,50.0,0.9259259259259259,True,50.0,0.9259259259259259
1185,64,2.3029189096540974,0.5672907634914476,1.3110206938701092,1.0,1.0,0.43520538295858574,True,21,58,59,False,-38,-39.0,52,44,52,52,1.0,45.0,0.8653846153846154,True,45.0,0.8653846153846154
1186,64,1.7866288168674755,0.020690537554520154,0.021127680623909052,0.5,1.0,0.012249916715864357,True,21,44,32,False,-11,-11.5,39,26,39,39,1.0,26.5,0.6794871794871795,True,26.5,0.6794871794871795
1187,64,2.773857347340879,0.039595743202203694,0.04122820460440774,0.5,1.0,0.02230860446396148,True,21,72,55,False,-34,-34.5,62,44,62,62,1.0,44.5,0.717741935483871,True,44.5,0.717741935483871
1188,64,1.1490765379784382,0.10710224333673636,0.11994905635889908,0.5,0.9999999999999999,0.06176138658920915,True,21,25,22,False,-1,-1.5,24,19,24,24,1.0,19.5,0.8125,True,19.5,0.8125
1189,64,1.6713231225228433,0.01294628411362868,0.013116088724718446,2.0,1.0,0.008559205812925026,True,21,40,28,False,-7,-9.0,36,21,36,36,1.0,23.0,0.6388888888888888,True,23.0,0.6388888888888888
1190,64,2.7737722049405416,0.10075089560765076,0.11203891682019665,4.0,0.9999999999999998,0.06395190416253985,True,21,72,60,False,-39,-43.0,61,44,61,61,1.0,48.0,0.7868852459016393,True,48.0,0.7868852459016393
1191,64,2.2870615586669754,0.6704200976749272,2.0341655936704393,0.5,0.9999999999999998,0.5848797672187799,True,21,58,61,False,-40,-40.5,51,48,51,51,1.0,48.5,0.9509803921568627,True,48.5,0.9509803921568627
1192,64,2.518440183934255,0.2826588921313606,0.3940369358884163,4.0,0.9999999999999999,0.18213028423248925,True,21,64,60,False,-39,-43.0,57,48,57,57,1.0,52.0,0.9122807017543859,True,52.0,0.9122807017543859
1193,64,1.4334519928652754,0.018238116549442983,0.018576924666643447,0.25,0.9999999999999999,0.010386120861613977,True,21,34,24,False,-3,-3.25,31,21,31,31,1.0,21.25,0.6854838709677419,True,21.25,0.6854838709677419
1194,64,2.1601795905108365,0.2516774860494586,0.336322215832855,2.0,1.0,0.15178310869963535,True,21,54,50,False,-29,-31.0,48,40,48,48,1.0,42.0,0.875,True,42.0,0.875
1195,64,1.3903097529447315,0.025930023950421228,0.02662028867328668,2.0,1.0,0.017515939507828076,True,21,32,24,False,-3,-5.0,29,21,29,29,1.0,23.0,0.7931034482758621,True,23.0,0.7931034482758621
1196,64,1.4911091953546012,0.006689073509582645,0.0067341185234079635,1.0,1.0,0.0043724083923051705,True,21,35,23,False,-2,-3.0,31,18,31,31,1.0,19.0,0.6129032258064516,True,19.0,0.6129032258064516
1197,64,2.194709417012728,0.004785543959414296,0.004808555513204018,2.0,0.9999999999999999,0.0022908186951806023,True,21,55,34,False,-13,-15.0,50,26,50,50,1.0,28.0,0.56,True,28.0,0.56
1198,64,1.2299590852216349,0.0030274645390507464,0.003036657913200188,0.5,1.0,0.0016130091898124397,True,21,28,16,True,5,4.5,26,13,13,13.5,0.5192307692307693,13.5,0.5192307692307693,True,13.5,0.5192307692307693
1199,64,1.2107617864867277,0.004555473023612122,0.004576320327411051,0.25,1.0,0.0026996245992290556,True,21,27,17,True,4,3.75,25,14,14,14.25,0.57,14.25,0.57,True,14.25,0.57
1200,64,2.012881544295185,0.0032070816790878364,0.0032174001441444165,0.25,1.0,0.002058101378925323,True,21,50,29,False,-8,-8.25,45,24,45,45,1.0,24.25,0.5388888888888889,True,24.25,0.5388888888888889
1201,64,2.070375690006419,0.0016022133404912983,0.001604784547702241,2.0,1.0,0.0010565525096536557,True,21,52,28,False,-7,-9.0,47,23,47,47,1.0,25.0,0.5319148936170213,True,25.0,0.5319148936170213
1202,64,2.998464552374889,0.07218349504652473,0.07779932202234786,0.5,1.0,0.03652412523530005,True,21,78,64,False,-43,-43.5,66,50,66,66,1.0,50.5,0.7651515151515151,True,50.5,0.7651515151515151
1203,64,2.922966692897087,0.018533886910212207,0.01888387858024464,0.5,1.0,0.009981391620541584,True,21,76,54,False,-33,-33.5,64,40,64,64,1.0,40.5,0.6328125,True,40.5,0.6328125
1204,64,2.1987332354967726,0.04407649245315213,0.046108806934002544,1.0,1.0,0.02894156923400029,True,21,55,43,False,-22,-23.0,49,36,49,49,1.0,37.0,0.7551020408163265,True,37.0,0.7551020408163265
1205,64,1.1620516294166456,0.002135012541631894,0.002139580572989057,4.0,0.9999999999999999,0.0010892142754408598,True,21,26,15,True,6,2.0,24,12,12,16.0,0.6666666666666666,16.0,0.6666666666666666,True,16.0,0.6666666666666666
1206,64,2.82285527653846,0.0013700300238993145,0.0013719095812156552,2.0,1.0,0.000931274936623457,True,21,73,38,False,-17,-19.0,62,28,62,62,1.0,30.0,0.4838709677419355,True,30.0,0.4838709677419355
1207,64,1.7467487822281706,0.3216251070923553,0.47411115955929395,0.5,1.0,0.1758658634545348,True,21,42,40,False,-19,-19.5,38,33,38,38,1.0,33.5,0.881578947368421,True,33.5,0.881578947368421
1208,64,1.5002204115016586,0.05202900555870421,0.05488459653701585,0.5,1.0,0.022535828643610343,True,21,35,28,False,-7,-7.5,31,22,31,31,1.0,22.5,0.7258064516129032,True,22.5,0.7258064516129032
1209,64,1.4145083806563852,0.5986857874162635,1.4918130697684784,0.5,0.9999999999999999,0.5578984484587206,True,21,33,34,False,-13,-13.5,30,28,30,30,1.0,28.5,0.95,True,28.5,0.95
1210,64,1.8475717141376709,0.11817957805646988,0.13401773775663117,2.0,1.0,0.07401291042975713,True,21,45,39,False,-18,-20.0,42,31,42,42,1.0,33.0,0.7857142857142857,True,33.0,0.7857142857142857
1211,64,1.4364099661020773,0.002096933293573191,0.002101339662672956,1.0,1.0,0.0012911914900820888,True,21,34,19,True,2,1.0,31,15,15,16.0,0.5161290322580645,16.0,0.5161290322580645,True,16.0,0.5161290322580645
1212,64,1.880439429201297,0.0717094259248771,0.07724890021243923,4.0,0.9999999999999998,0.05032864892257956,True,21,46,38,False,-17,-21.0,40,31,40,40,1.0,35.0,0.875,True,35.0,0.875
1213,64,1.2101316594044382,0.29035568758540403,0.40915664721873984,2.0,0.9999999999999998,0.20589282836273706,True,21,27,25,False,-4,-6.0,25,22,25,25,1.0,24.0,0.96,True,24.0,0.96
1214,64,2.0396414681161987,0.3603356639985738,0.5633199222127188,0.5,0.9999999999999999,0.18691785713624626,True,21,51,49,False,-28,-28.5,45,38,45,45,1.0,38.5,0.8555555555555555,True,38.5,0.8555555555555555
1215,64,1.093094584336689,0.0011275190446456164,0.001128791778873736,0.25,1.0,0.0007034936996460954,True,21,24,12,True,9,8.75,23,11,11,11.25,0.4891304347826087,11.25,0.4891304347826087,True,11.25,0.4891304347826087
1216,64,1.0977135615179865,0.06363416280505635,0.0679586549159933,0.5,1.0,0.040944916924267785,True,21,24,19,True,2,1.5,23,18,18,18.5,0.8043478260869565,18.5,0.8043478260869565,True,18.5,0.8043478260869565
1217,64,1.1437348420106888,0.010410120115398424,0.010519630734918564,0.5,0.9999999999999999,0.006542400931954029,True,21,25,17,True,4,3.5,24,15,15,15.5,0.6458333333333334,15.5,0.6458333333333334,True,15.5,0.6458333333333334
1218,64,2.380042941964845,0.44556476072912826,0.8036371593462976,0.5,1.0,0.3429638868161678,True,21,60,59,False,-38,-38.5,53,47,53,53,1.0,47.5,0.8962264150943396,True,47.5,0.8962264150943396
1219,64,1.9389144472703679,0.03765776971924319,0.03913136983322118,0.5,1.0,0.022376772934683046,True,21,48,37,False,-16,-16.5,43,30,43,43,1.0,30.5,0.7093023255813954,True,30.5,0.7093023255813954
1220,64,1.1246713672237978,0.0014292224999543778,0.0014312681005271182,1.0,0.9999999999999999,0.0006892255696600108,True,21,25,13,True,8,7.0,23,11,11,12.0,0.5217391304347826,12.0,0.5217391304347826,True,12.0,0.5217391304347826
1221,64,1.0156838277041587,0.07093034141893564,0.07634555790710577,1.0,1.0,0.043564469632993756,True,21,21,18,True,3,2.0,21,17,17,18.0,0.8571428571428571,18.0,0.8571428571428571,True,18.0,0.8571428571428571
1222,64,1.657474623300617,0.5362263990050106,1.1562244980192478,0.25,1.0000000000000002,0.4575726161033719,True,21,40,40,False,-19,-19.25,35,31,35,35,1.0,31.25,0.8928571428571429,True,31.25,0.8928571428571429
1223,64,1.0286323220869344,0.008989460392469093,0.009071003822047324,4.0,0.9999999999999999,0.00581027261599696,True,21,22,15,True,6,2.0,21,14,14,18.0,0.8571428571428571,18.0,0.8571428571428571,True,18.0,0.8571428571428571
1224,64,1.267648368526465,0.02948968130775742,0.03038574731229505,0.5,1.0000000000000002,0.018206497187279784,True,21,29,22,False,-1,-1.5,27,18,27,27,1.0,18.5,0.6851851851851852,True,18.5,0.6851851851851852
1225,64,1.060107201868911,0.730333296244482,2.7082813193971766,1.0,1.0000000000000002,0.636231829456993,True,21,23,24,False,-3,-4.0,22,21,22,22,1.0,22.0,1.0,True,22.0,1.0
1226,64,1.4325437889386756,0.0894929173967566,0.09828909528181391,4.0,0.9999999999999999,0.05205287588022489,True,21,34,28,False,-7,-11.0,30,23,30,30,1.0,27.0,0.9,True,27.0,0.9
1227,64,2.494462912149216,0.01066169487852065,0.01077659161009794,0.25,1.0,0.004703329284074937,True,21,64,43,False,-22,-22.25,56,34,56,56,1.0,34.25,0.6116071428571429,True,34.25,0.6116071428571429
1228,64,2.0715812504224176,0.04909170117156122,0.051626114980849756,1.0,0.9999999999999999,0.02987247307379175,True,21,52,41,False,-20,-21.0,45,32,45,45,1.0,33.0,0.7333333333333333,True,33.0,0.7333333333333333
1229,64,1.2492314063045444,0.07626023927396776,0.08255597790229302,4.0,1.0,0.04032936335553754,True,21,28,23,False,-2,-6.0,26,20,26,26,1.0,24.0,0.9230769230769231,True,24.0,0.9230769230769231
1230,64,1.0496405084902987,0.0019983672944534217,0.002002368762700237,1.0,1.0,0.0011974436310596415,True,21,22,13,True,8,7.0,22,11,11,12.0,0.5454545454545454,12.0,0.5454545454545454,True,12.0,0.5454545454545454
1231,64,1.6468314433678508,0.00755745720627963,0.007615007298060227,2.0,0.9999999999999999,0.004421606126515132,True,21,40,26,False,-5,-7.0,35,20,35,35,1.0,22.0,0.6285714285714286,True,22.0,0.6285714285714286
1232,64,1.1705283940177416,0.5596586514615783,1.2709654755775126,0.25,0.9999999999999999,0.4964564323799195,True,21,26,26,False,-5,-5.25,25,24,25,25,1.0,24.25,0.97,True,24.25,0.97
1233,64,2.5024687129575716,0.7329476299762658,2.7445838803494813,1.0,1.0,0.5333333831947398,True,21,64,69,False,-48,-49.0,54,53,54,54,1.0,54.0,1.0,True,54.0,1.0
1234,64,2.7339211685372495,0.012808474435612732,0.012974660037007509,0.25,1.0,0.006432931753065862,True,21,70,48,False,-27,-27.25,62,36,62,62,1.0,36.25,0.5846774193548387,True,36.25,0.5846774193548387
1235,64,1.087574760220794,0.0010755172948433128,0.0010766752777254366,0.5,1.0,0.0005759628107291039,True,21,24,12,True,9,8.5,22,11,11,11.5,0.5227272727272727,11.5,0.5227272727272727,True,11.5,0.5227272727272727
1236,64,2.035024071632124,0.0076175875371857086,0.007676060600752684,4.0,1.0,0.00440504764322207,True,21,51,33,False,-12,-16.0,44,26,44,44,1.0,30.0,0.6818181818181818,True,30.0,0.6818181818181818
1237,64,1.8522014601922008,0.013623554373453627,0.013811719079321633,1.0,0.9999999999999999,0.006704456079852004,True,21,45,32,False,-11,-12.0,40,26,40,40,1.0,27.0,0.675,True,27.0,0.675
1238,64,1.464984313342486,0.018023820226111098,0.018354640975365908,4.0,0.9999999999999999,0.010122562468941323,True,21,34,25,False,-4,-8.0,31,19,31,31,1.0,23.0,0.7419354838709677,True,23.0,0.7419354838709677
1239,64,2.420411127111334,0.1591300547305706,0.18924455039189508,4.0,0.9999999999999998,0.10264850052914011,True,21,62,54,False,-33,-37.0,55,43,55,55,1.0,47.0,0.8545454545454545,True,47.0,0.8545454545454545
1240,64,1.2081308423628958,0.029678233719310502,0.03058597132482066,4.0,1.0,0.01466939266810688,True,21,27,20,False,1,-3.0,25,18,25,25,1.0,22.0,0.88,True,22.0,0.88
1241,64,1.741158684980205,0.1984283528403956,0.2475491162187847,0.5,1.0,0.11161978096067883,True,21,42,38,False,-17,-17.5,38,32,38,38,1.0,32.5,0.8552631578947368,True,32.5,0.8552631578947368
1242,64,1.2275595668533759,0.01749041714239152,0.017801777659532857,4.0,1.0,0.010117263967645819,True,21,28,20,False,1,-3.0,25,17,25,25,1.0,21.0,0.84,True,21.0,0.84
1243,64,1.4678469188391283,0.05570289110517259,0.058988734139369885,2.0,1.0000000000000002,0.03366681053427711,True,21,35,28,False,-7,-9.0,30,23,30,30,1.0,25.0,0.8333333333333334,True,25.0,0.8333333333333334
1244,64,2.0666293314335804,0.0019368673575768996,0.0019406260929095182,0.25,1.0,0.0011188602591310297,True,21,52,28,False,-7,-7.25,44,19,44,44,1.0,19.25,0.4375,True,19.25,0.4375
1245,64,1.9956755870968892,0.009360782852257681,0.009449235090055625,0.25,1.0,0.005279970226663861,True,21,50,33,False,-12,-12.25,42,24,42,42,1.0,24.25,0.5773809523809523,True,24.25,0.5773809523809523
1246,64,1.4622841235219692,0.09490907356020033,0.10486136893839805,0.5,1.0,0.04013220572965186,True,21,34,29,False,-8,-8.5,31,24,31,31,1.0,24.5,0.7903225806451613,True,24.5,0.7903225806451613
1247,64,2.2088492106975672,0.03654796461357972,0.03793438933254326,4.0,1.0,0.022524622342168593,True,21,56,43,False,-22,-26.0,49,34,49,49,1.0,38.0,0.7755102040816326,True,38.0,0.7755102040816326
1248,64,2.1237717217052388,0.2981770032270498,0.4248606907982447,0.5,0.9999999999999999,0.1968749892520907,True,21,53,50,False,-29,-29.5,47,41,47,47,1.0,41.5,0.8829787234042553,True,41.5,0.8829787234042553
1249,64,1.0101437634044814,0.06677224397570086,0.07154978358140718,2.0,0.9999999999999999,0.04086115162281734,True,21,21,17,True,4,2.0,21,16,16,18.0,0.8571428571428571,18.0,0.8571428571428571,True,18.0,0.8571428571428571
1250,64,2.118034054332175,0.07814470760139332,0.08476895261735272,0.5,1.0,0.04724671607409452,True,21,53,44,False,-23,-23.5,47,35,47,47,1.0,35.5,0.7553191489361702,True,35.5,0.7553191489361702
1251,64,1.8340070568281543,0.010534952709241405,0.010647119610831148,1.0,1.0,0.005910219867819101,True,21,45,30,False,-9,-10.0,41,24,41,41,1.0,25.0,0.6097560975609756,True,25.0,0.6097560975609756
1252,64,1.7821917170233605,0.002054994371500451,0.0020592260694828855,0.5,1.0000000000000002,0.001210889376019044,True,21,43,24,False,-3,-3.5,40,20,40,40,1.0,20.5,0.5125,True,20.5,0.5125
1253,64,1.569807151699833,0.04816209177950185,0.05059904776175909,0.5,1.0,0.028369479612235356,True,21,37,29,False,-8,-8.5,34,25,34,34,1.0,25.5,0.75,True,25.5,0.75
1254,64,1.2041961621282393,0.018097070122643607,0.018430610167243316,0.25,1.0,0.008463155835770437,True,21,27,19,True,2,1.75,25,17,17,17.25,0.69,17.25,0.69,True,17.25,0.69
1255,64,2.889356476600349,0.260290913191482,0.35188281154488676,2.0,0.9999999999999999,0.16901530439359658,True,21,75,69,False,-48,-50.0,61,50,61,61,1.0,52.0,0.8524590163934426,True,52.0,0.8524590163934426
1256,64,1.6501819085355434,0.012915857852056081,0.013084860044403648,2.0,1.0,0.007669299201407731,True,21,40,27,False,-6,-8.0,36,22,36,36,1.0,24.0,0.6666666666666666,True,24.0,0.6666666666666666
1257,64,1.384832732223761,0.003866934063082769,0.003881945289553969,0.25,1.0,0.0024373613015173097,True,21,32,19,True,2,1.75,30,16,16,16.25,0.5416666666666666,16.25,0.5416666666666666,True,16.25,0.5416666666666666
1258,64,1.2611018781954213,0.3394033839802744,0.5137831102212909,0.25,0.9999999999999999,0.17390184654694266,True,21,29,27,False,-6,-6.25,26,23,26,26,1.0,23.25,0.8942307692307693,True,23.25,0.8942307692307693
1259,64,2.6456579726279434,0.44526582676684523,0.8026652192196928,4.0,1.0,0.32751819900251966,True,21,68,67,False,-46,-50.0,59,48,59,59,1.0,52.0,0.8813559322033898,True,52.0,0.8813559322033898
1260,64,1.3122568522473386,0.002769010098840527,0.0027766988058754347,0.25,0.9999999999999999,0.0018309479651047462,True,21,30,17,True,4,3.75,28,15,15,15.25,0.5446428571428571,15.25,0.5446428571428571,True,15.25,0.5446428571428571
1261,64,1.2527874139417785,0.01255171468608054,0.01271126283042785,0.25,1.0,0.0074146876125985375,True,21,28,20,True,1,0.75,26,16,16,16.25,0.625,16.25,0.625,True,16.25,0.625
1262,64,2.3181884470362415,0.0408207004186214,0.04255794556496066,4.0,0.9999999999999999,0.023677574691971282,True,21,59,45,False,-24,-28.0,51,37,51,51,1.0,41.0,0.803921568627451,True,41.0,0.803921568627451
1263,64,2.3139723647716393,0.011253008327322879,0.011381079712097033,0.25,1.0,0.006390614440191095,True,21,59,40,False,-19,-19.25,51,29,51,51,1.0,29.25,0.5735294117647058,True,29.25,0.5735294117647058
1264,64,1.238303886567757,0.009519112092983145,0.009610596437754556,4.0,1.0,0.005287662779132465,True,21,28,19,False,2,-2.0,26,16,26,26,1.0,20.0,0.7692307692307693,True,20.0,0.7692307692307693
1265,64,1.7861221821397852,0.02594184107996607,0.026632743478817045,0.25,1.0,0.013135360996110313,True,21,44,32,False,-11,-11.25,38,25,38,38,1.0,25.25,0.6644736842105263,True,25.25,0.6644736842105263
1266,64,2.486311001571289,0.04324967790513742,0.045204769631474635,2.0,0.9999999999999999,0.023116909017465947,True,21,63,49,False,-28,-30.0,55,39,55,55,1.0,41.0,0.7454545454545455,True,41.0,0.7454545454545455
1267,64,1.7670819399645183,0.00331184706926058,0.003322851846409699,0.5,0.9999999999999999,0.0018598254934715445,True,21,43,25,False,-4,-4.5,38,20,38,38,1.0,20.5,0.5394736842105263,True,20.5,0.5394736842105263
1268,64,2.3946394005703233,0.0013827098919885776,0.0013846244258789294,0.5,1.0,0.0008256110174701245,True,21,61,32,False,-11,-11.5,52,23,52,52,1.0,23.5,0.4519230769230769,True,23.5,0.4519230769230769
1269,64,1.8908367888094653,0.0023204455556336536,0.002325842546634094,0.5,1.0,0.0014699552047898587,True,21,47,26,False,-5,-5.5,42,21,42,42,1.0,21.5,0.5119047619047619,True,21.5,0.5119047619047619
1270,64,1.2103084385450564,0.3907205053209348,0.6412828738422336,0.5,0.9999999999999999,0.20635809237417016,True,21,27,26,False,-5,-5.5,25,22,25,25,1.0,22.5,0.9,True,22.5,0.9
1271,64,1.8736831007247856,0.03494885182085717,0.036214507269172844,0.25,1.0,0.021378401247854395,True,21,46,35,False,-14,-14.25,41,28,41,41,1.0,28.25,0.6890243902439024,True,28.25,0.6890243902439024
1272,64,1.3586381270085508,0.009627717886776403,0.009721311935581534,0.5,1.0,0.004744943466635439,True,21,31,21,False,0,-0.5,29,17,29,29,1.0,17.5,0.603448275862069,True,17.5,0.603448275862069
1273,64,1.8091509388505098,0.0019480311309013566,0.0019518333630549195,0.5,0.9999999999999999,0.0011663267737289306,True,21,44,24,False,-3,-3.5,38,18,38,38,1.0,18.5,0.4868421052631579,True,18.5,0.4868421052631579
1274,64,1.0714706436395764,0.003650199527605699,0.0036635722974752926,1.0,0.9999999999999998,0.002119833429890082,True,21,23,14,True,7,6.0,22,13,13,14.0,0.6363636363636364,14.0,0.6363636363636364,True,14.0,0.6363636363636364
1275,64,1.1192303499143699,0.276638281828463,0.38243423017702655,2.0,1.0,0.14128233302512297,True,21,24,23,False,-2,-4.0,23,20,23,23,1.0,22.0,0.9565217391304348,True,22.0,0.9565217391304348
1276,64,1.938739600355334,0.06537044480832219,0.06994262533771013,1.0,1.0,0.04017110782256453,True,21,48,39,False,-18,-19.0,43,33,43,43,1.0,34.0,0.7906976744186046,True,34.0,0.7906976744186046
1277,64,1.185834793940929,0.10854792945284644,0.12176530072583949,0.25,1.0,0.05670747622886677,True,21,26,22,False,-1,-1.25,24,19,24,24,1.0,19.25,0.8020833333333334,True,19.25,0.8020833333333334
1278,64,1.1734611319994612,0.006211325088931949,0.006250146782451296,0.5,1.0,0.003632141444031129,True,21,26,17,True,4,3.5,25,14,14,14.5,0.58,14.5,0.58,True,14.5,0.58
1279,64,1.414561756164811,0.0021042119901624836,0.0021086490347444376,2.0,0.9999999999999998,0.0015309975421007012,True,21,33,18,True,3,1.0,30,15,15,17.0,0.5666666666666667,17.0,0.5666666666666667,True,17.0,0.5666666666666667
1280,64,2.1652612644545144,0.7374089404539403,2.808202768703157,4.0,1.0,0.7572400121310905,True,21,54,58,False,-37,-41.0,49,48,49,49,1.0,52.0,1.0612244897959184,True,52.0,1.0612244897959184
1281,64,1.7191072642214613,0.3243170105392759,0.47998398005863624,0.5,1.0,0.185683463933145,True,21,42,39,False,-18,-18.5,36,32,36,36,1.0,32.5,0.9027777777777778,True,32.5,0.9027777777777778
1282,64,1.278532229189744,0.005676808722574663,0.005709218866032444,2.0,1.0,0.003970405004070082,True,21,29,18,True,3,1.0,26,15,15,17.0,0.6538461538461539,17.0,0.6538461538461539,True,17.0,0.6538461538461539
1283,64,1.5394038818664448,0.21435968187533247,0.27284709927694584,0.5,1.0,0.13715000816988035,True,21,37,33,False,-12,-12.5,33,28,33,33,1.0,28.5,0.8636363636363636,True,28.5,0.8636363636363636
1284,64,1.1108903498351657,0.10384368740735966,0.11587675715515847,0.5,0.9999999999999999,0.05722913752508008,True,21,24,21,False,0,-0.5,23,18,23,23,1.0,18.5,0.8043478260869565,True,18.5,0.8043478260869565
1285,64,2.0425854307890297,0.02250876661294096,0.02302707773137452,1.0,1.0,0.013616938051407793,True,21,51,37,False,-16,-17.0,42,28,42,42,1.0,29.0,0.6904761904761905,True,29.0,0.6904761904761905
1286,64,1.7634322022040603,0.010048971531799556,0.010150978425012417,4.0,1.0,0.005380653418818275,True,21,43,29,False,-8,-12.0,39,23,39,39,1.0,27.0,0.6923076923076923,True,27.0,0.6923076923076923
1287,64,1.803195393863585,0.05596550207455979,0.059283323011549455,4.0,0.9999999999999999,0.03363367953959449,True,21,44,35,False,-14,-18.0,38,28,38,38,1.0,32.0,0.8421052631578947,True,32.0,0.8421052631578947
1288,64,1.2619877198360707,0.0013454475328241772,0.0013472602007373314,0.5,0.9999999999999999,0.000834902402441851,True,21,29,15,True,6,5.5,26,12,12,12.5,0.4807692307692308,12.5,0.4807692307692308,True,12.5,0.4807692307692308
1289,64,2.4397935465288443,0.2938289649693065,0.416087534596396,1.0,0.9999999999999999,0.19886827182271086,True,21,62,58,False,-37,-38.0,56,48,56,56,1.0,49.0,0.875,True,49.0,0.875
1290,64,1.608989435642501,0.003221552662376308,0.003231964606559275,0.5,1.0,0.0019987641861332873,True,21,39,23,False,-2,-2.5,34,18,34,34,1.0,18.5,0.5441176470588235,True,18.5,0.5441176470588235
